Mã hàng,Mô tả hàng hoá - Tiếng Việt,"Chính sách mặt hàng
theo mã HS"
2711,Khí dầu mỏ và các loại khí hydrocarbon khác,
,- Dạng hóa lỏng:,
27111100,#NAME?,
27111200,#NAME?,"Hóa chất nguy hiểm phải xây dựng KH phòng ngừa, ứng phó sự cố hóa chất (113/2017/NĐ-CP PL4); Hóa chất phải khai báo (113/2017/NĐ-CP PL5); Hàng hóa nhóm 2 (2711/QĐ-BKHCN 2022)"
27111300,#NAME?,"Hóa chất nguy hiểm phải xây dựng KH phòng ngừa, ứng phó sự cố hóa chất (113/2017/NĐ-CP PL4); Hóa chất phải khai báo (113/2017/NĐ-CP PL5); Hàng hóa nhóm 2 (2711/QĐ-BKHCN 2022)"
271114,"- - Etylen, propylen, butylen và butadien:",
27111410,#NAME?,
27111490,#NAME?,"Hóa chất nguy hiểm phải xây dựng KH phòng ngừa, ứng phó sự cố hóa chất (113/2017/NĐ-CP PL4); Hóa chất phải khai báo (113/2017/NĐ-CP PL5)"
27111900,#NAME?,Hàng hóa nhóm 2 (2711/QĐ-BKHCN 2022)
,- Dạng khí:,
271121,- - Khí tự nhiên:,
27112110,#NAME?,
27112190,#NAME?,
27112900,#NAME?,
2712,"Vazơlin (petroleum jelly); sáp parafin, sáp dầu lửa vi tinh thể, sáp than cám, ozokerite, sáp than non, sáp than bùn, sáp khoáng khác, và sản phẩm tương tự thu được từ quy trình tổng hợp hoặc quy trình khác, đã hoặc chưa nhuộm màu",
27121000,#NAME?,
27122000,"- Sáp parafin có hàm lượng dầu dưới 0,75% tính theo trọng lượng",
271290,- Loại khác:,
27129010,#NAME?,
27129090,#NAME?,
2713,"Cốc dầu mỏ, bi-tum dầu mỏ và các cặn khác từ dầu có nguồn gốc từ dầu mỏ hoặc từ các loại dầu thu được từ các khoáng bi-tum",
,- Cốc dầu mỏ:,
27131100,#NAME?,
27131200,#NAME?,
27132000,#NAME?,
27139000,#NAME?,
2714,"Bi-tum và nhựa đường (asphalt), ở dạng tự nhiên; đá phiến sét dầu hoặc đá phiến sét bi-tum và cát hắc ín; asphaltit và đá chứa asphaltic",
27141000,#NAME?,
27149000,#NAME?,
2715,"Hỗn hợp chứa bi-tum dựa trên asphalt tự nhiên, bi-tum tự nhiên, bi-tum dầu mỏ, hắc ín khoáng chất hoặc nhựa hắc ín khoáng chất (ví dụ, matít có chứa bi-tum, cut-backs (*))",
27150010,#NAME?,
27150090,#NAME?,
27160000,Năng lượng điện.,
,(1) Tham khảo TCVN 3575-81,
,(SEN): Tham khảo Chú giải bổ sung (SEN) của Danh mục Thuế quan hài hòa ASEAN (AHTN) 2022,
,(*) Cut-backs: thường chứa hàm lượng bitum hòa trong dung môi từ 60% trở lên. Chúng được sử dụng cho rải mặt đường.,
,PHẦN VI,
,SẢN PHẨM CỦA NGÀNH CÔNG NGHIỆP HÓA CHẤT HOẶC CÁC NGÀNH CÔNG NGHIỆP LIÊN QUAN,
,Chú giải,
,1. (A) Các mặt hàng (trừ quặng phóng xạ) đáp ứng các mô tả trong nhóm 28.44 hoặc 28.45 phải được xếp vào các nhóm đó và không được đưa vào nhóm nào khác của Danh mục.,
,"(B) Theo Chú giải mục (A) trên, các mặt hàng đáp ứng các mô tả trong nhóm 28.43, 28.46 hoặc 28.52 được xếp vào các nhóm đó và không được đưa vào nhóm nào khác của Phần này.",
,"2. Theo Chú giải 1 ở trên, các mặt hàng xếp vào các nhóm 30.04, 30.05, 30.06, 32.12, 33.03, 33.04, 33.05, 33.06, 33.07, 35.06, 37.07 hoặc 38.08 vì đã được đóng gói theo liều lượng hoặc đóng gói để bán lẻ được xếp vào các nhóm đó và không xếp vào bất cứ nhóm nào khác của Danh mục.",
,"3. Các mặt hàng đóng gói thành bộ gồm từ hai hoặc nhiều phần cấu thành riêng biệt, trong đó một vài hoặc tất cả các phần cấu thành của các mặt hàng đó nằm trong Phần này và chúng được trộn với nhau để tạo ra một sản phẩm của Phần VI hoặc VII, phải được xếp vào nhóm phù hợp với sản phẩm đó, với điều kiện là các phần cấu thành phải:",
,(a) theo cách thức đóng gói của chúng cho thấy rõ ràng là chúng được sử dụng cùng nhau mà không cần phải đóng gói lại;,
,(b) được trình bày cùng nhau; và,
,"(c) có thể nhận biết là chúng nhằm bổ sung cho nhau, thông qua bản chất hoặc tỷ lệ tương ứng của chúng trong sản phẩm.",
,"4. Trường hợp sản phẩm đáp ứng mô tả tại một hoặc nhiều nhóm trong Phần VI do được mô tả theo tên hoặc nhóm chức và đáp ứng nhóm 38.27, thì sản phẩm đó được phân loại vào nhóm tương ứng theo tên hoặc nhóm chức và không phân loại vào nhóm 38.27.",
,Chương 28,
,"Hóa chất vô cơ; các hợp chất vô cơ hoặc hữu cơ của kim loại quý, kim loại đất hiếm, các nguyên tố phóng xạ hoặc các chất đồng vị",
,Chú giải,
,"1. Trừ khi có yêu cầu khác, các nhóm thuộc Chương này chỉ bao gồm:",
,"(a) Các nguyên tố hóa học riêng biệt và các hợp chất được xác định về mặt hóa học riêng biệt, có hoặc không chứa tạp chất;",
,(b) Các sản phẩm được nêu ở mục (a) trên đây đã được hoà tan trong nước;,
,(c) Các sản phẩm nêu ở mục (a) trên đây hoà tan trong các dung môi khác miễn là sự hoà tan chỉ là một phương pháp thông thường và cần thiết để đóng gói những sản phẩm nhằm mục đích duy nhất là bảo đảm an toàn hoặc để vận chuyển và dung môi ấy không làm cho sản phẩm có công dụng đặc biệt ngoài công dụng thông thường của nó;,
,"(d) Các sản phẩm được đề cập ở mục (a), (b) hoặc (c) trên đây có thêm một chất ổn định (kể cả chất chống đóng cứng) cần thiết cho sự bảo quản hoặc vận chuyển;",
,"(e) Các sản phẩm được đề cập ở mục (a), (b), (c) hoặc (d) trên đây có thêm chất chống bụi hoặc chất màu để dễ nhận biết hoặc để đảm bảo an toàn miễn là sự pha thêm này không làm cho sản phẩm có công dụng đặc biệt ngoài công dụng thông thường của nó.",
,"2. Ngoài các dithionit và sulphoxylat, đã được làm ổn định bằng các chất hữu cơ (nhóm 28.31), carbonat và peroxocarbonat của các bazơ vô cơ (nhóm 28.36), xyanua, oxit xyanua và xyanua phức của các bazơ vô cơ (nhóm 28.37), fulminat, xyanat và thioxyanat, của các bazơ vô cơ (nhóm 28.42), các sản phẩm hữu cơ thuộc các nhóm từ 28.43 đến 28.46 và 28.52 và carbua (nhóm 28.49), chỉ các hợp chất carbon sau đây là được xếp vào Chương này:",
,"(a) Oxit carbon, hydroxyanua và axit funminic, isoxyanic, thioxyanic và các axit xyanic đơn hoặc phức khác (nhóm 28.11);",
,(b) Các oxit halogenua của carbon (nhóm 28.12);,
,(c) Carbon disulphua (nhóm 28.13);,
,"(d) Thiocarbonat, selenocarbonat, tellurocarbonat, selenoxyanat, telluroxyanat, tetrathio-cyanatodiamminochromates (reineckates) và các xyanat phức khác, của các bazơ vô cơ (nhóm 28.42);",
,"(e) Hydro peoxit, được làm rắn bằng urê (nhóm 28.47), oxysulphua carbon, halogenua thiocarbonyl, xyanogen, halogenua xyanogen và xyanamit và các dẫn xuất kim loại của chúng (nhóm 28.53) trừ xyanamit canxi, dạng tinh khiết hoặc không tinh khiết (Chương 31).",
,"3. Theo Chú giải 1 của Phần VI, Chương này không bao gồm:",
,"(a) Natri clorua hoặc magiê oxit, tinh khiết hoặc không tinh khiết, hoặc các sản phẩm khác của Phần V;",
,(b) Các hợp chất hữu cơ - vô cơ trừ các hợp chất đã nêu tại Chú giải 2 trên đây;,
,"(c) Các sản phẩm nêu tại Chú giải 2, 3, 4 hoặc 5 của Chương 31;",
,"(d) Các sản phẩm vô cơ sử dụng như chất phát quang, thuộc nhóm 32.06; frit thủy tinh và thủy tinh khác ở dạng bột, hạt hoặc mảnh, thuộc nhóm 32.07;",
,"(e) Graphit nhân tạo (nhóm 38.01); các sản phẩm dùng như chất dập lửa, để nạp cho bình cứu hỏa hoặc lựu đạn dập lửa, thuộc nhóm 38.13; chất tẩy mực đóng gói để bán lẻ, thuộc nhóm 38.24; tinh thể nuôi cấy (trừ các bộ phận quang học) halogenua kim loại kiềm hoặc kiềm thổ được tạo ra nặng không dưới 2,5g mỗi tinh thể, thuộc nhóm 38.24;",
,"(f) Đá quý hoặc đá bán quý (tự nhiên, tổng hợp hoặc tái tạo) hoặc bụi hoặc bột của các loại đá đó (nhóm 71.02 đến 71.05), hoặc kim loại quý hoặc hợp kim kim loại quý thuộc Chương 71; ",
,"(g) Kim loại, nguyên chất hoặc không nguyên chất, các hợp kim hoặc gốm kim loại, kể cả carbua kim loại được thiêu kết (carbua kim loại được thiêu kết với một kim loại), thuộc Phần XV; hoặc ",
,"(h) Các bộ phận quang học, ví dụ, loại làm bằng halogenua kim loại kiềm hoặc kiềm thổ (nhóm 90.01).",
,4. Các axit phức đã được xác định về mặt hóa học bao gồm một axit phi kim loại thuộc phân Chương II và một axit kim loại thuộc phân Chương IV phải được xếp vào nhóm 28.11.,
,5. Các nhóm 28.26 đến 28.42 chỉ áp dụng cho muối kim loại hoặc muối amoni hoặc muối peroxy.,
,"Loại trừ có yêu cầu khác, các muối kép hoặc phức được phân loại trong nhóm 28.42.",
,6. Nhóm 28.44 chỉ áp dụng cho: ,
,"(a) Tecneti (nguyên tố số 43), prometi (nguyên tố số 61), poloni (nguyên tố số 84) và tất cả các nguyên tố có số thứ tự trong bảng tuần hoàn lớn hơn 84;",
,"(b) Các chất đồng vị phóng xạ tự nhiên hoặc nhân tạo (kể cả các chất đồng vị phóng xạ của kim loại quý hoặc kim loại cơ bản thuộc Phần XIV và XV), đã hoặc chưa pha trộn với nhau;",
,"(c) Hợp chất, vô cơ hoặc hữu cơ, của các nguyên tố hoặc các chất đồng vị của chúng, đã hoặc chưa xác định về mặt hóa học, đã hoặc chưa trộn với nhau;",
,"(d) Hợp kim, các chất phân tán (kể cả gốm kim loại), các sản phẩm gốm và hỗn hợp chứa các nguyên tố hoặc chất đồng vị hoặc các hợp chất vô cơ hoặc hữu cơ từ các chất đó, có nồng độ phóng xạ riêng (đặc trưng) trên 74 Bq/g (0,002 μCi/g);",
,(e) Ống (cartridges) nhiên liệu đã bức xạ của lò phản ứng hạt nhân;,
,(f) Chất thải phóng xạ còn sử dụng được hoặc không.,
,"Theo mục đích của Chú giải này và cách diễn đạt của các nhóm 28.44 và 28.45, thuật ngữ “chất đồng vị”, đề cập tới:",
,"- các hạt nhân riêng lẻ, không kể những hạt nhân tồn tại trong thiên nhiên dưới dạng chất đồng vị đơn;",
,#NAME?,
,7. Nhóm 28.53 bao gồm đồng phosphua (phosphor copper) có chứa trên 15% tính theo trọng lượng của phospho.,
,"8. Các nguyên tố hóa học (ví dụ, silic và selen) đã được kích tạp dùng trong ngành điện tử phải xếp vào Chương này, nhưng chúng phải ở dạng chưa gia công như kéo, hoặc ở dạng hình trụ hoặc dạng que. Khi được cắt thành hình đĩa, miếng hoặc hình dáng tương tự, chúng phải được xếp vào nhóm 38.18.",
,Chú giải phân nhóm,
,"1. Theo mục đích của phân nhóm 2852.10, thuật ngữ ""xác định về mặt hóa học"" có nghĩa là tất cả các hợp chất vô cơ hoặc hữu cơ của thủy ngân đáp ứng yêu cầu của đoạn (a) tới (e) của Chú giải 1 Chương 28 hoặc đoạn (a) tới (h) của Chú giải 1 chương 29.",
,PHÂN CHƯƠNG I,
,CÁC NGUYÊN TỐ HÓA HỌC,
2801,"Flo, clo, brom và iot",
28011000,#NAME?,"Hóa chất nguy hiểm phải xây dựng KH phòng ngừa, ứng phó sự cố hóa chất (113/2017/NĐ-CP PL4); Hóa chất phải khai báo (113/2017/NĐ-CP PL5)"
28012000,#NAME?,Hóa chất SX KD có ĐK trong lĩnh vực CN (113/2017/NĐ-CP PL1); Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
28013000,- Flo; brom,"Hóa chất hạn chế SX KD trong lĩnh vực CN (82/2022/NĐ-CP PL2); Hóa chất nguy hiểm phải xây dựng KH phòng ngừa, ứng phó sự cố hóa chất (113/2017/NĐ-CP PL4); Hóa chất phải khai báo (113/2017/NĐ-CP PL5)"
28020000,"Lưu huỳnh, thăng hoa hoặc kết tủa; lưu huỳnh dạng keo",Hóa chất SX KD có ĐK trong lĩnh vực CN (113/2017/NĐ-CP PL1); Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
2803,Carbon (muội carbon và các dạng khác của carbon chưa được chi tiết hoặc ghi ở nơi khác),
28030020,#NAME?,
,- Muội carbon khác:,
28030041,#NAME?,
28030049,#NAME?,
28030090,#NAME?,
2804,"Hydro, khí hiếm và các phi kim loại khác",
28041000,#NAME?,"Hóa chất nguy hiểm phải xây dựng KH phòng ngừa, ứng phó sự cố hóa chất (113/2017/NĐ-CP PL4); Hóa chất phải khai báo (113/2017/NĐ-CP PL5)"
,- Khí hiếm:,
28042100,#NAME?,Hóa chất SX KD có ĐK trong lĩnh vực CN (113/2017/NĐ-CP PL1); Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
28042900,#NAME?,Hóa chất SX KD có ĐK trong lĩnh vực CN (113/2017/NĐ-CP PL1); Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
28043000,#NAME?,Hóa chất SX KD có ĐK trong lĩnh vực CN (113/2017/NĐ-CP PL1); Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
28044000,#NAME?,"Hóa chất SX KD có ĐK trong lĩnh vực CN (113/2017/NĐ-CP PL1); Hóa chất nguy hiểm phải xây dựng KH phòng ngừa, ứng phó sự cố hóa chất (113/2017/NĐ-CP PL4); Hóa chất phải khai báo (113/2017/NĐ-CP PL5)"
28045000,- Bo; telu,
,- Silic:,
28046100,"- - Có hàm lượng silic không dưới 99,99% tính theo trọng lượng",Hóa chất SX KD có ĐK trong lĩnh vực CN (113/2017/NĐ-CP PL1); Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
28046900,#NAME?,Hóa chất SX KD có ĐK trong lĩnh vực CN (113/2017/NĐ-CP PL1); Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
28047000,#NAME?,"Hóa chất nguy hiểm phải xây dựng KH phòng ngừa, ứng phó sự cố hóa chất (113/2017/NĐ-CP PL4); Hóa chất phải khai báo (113/2017/NĐ-CP PL5)"
28048000,#NAME?,
28049000,#NAME?,Hóa chất SX KD có ĐK trong lĩnh vực CN (113/2017/NĐ-CP PL1); Hóa chất phải khai báo (113/2017/NĐ-CP PL5); Thuốc bảo vệ thực vật cấm SD tại VN (11/2021 & 01/2022/TT-BNNPTNT M23)
2805,"Kim loại kiềm hoặc kim loại kiềm thổ; kim loại đất hiếm, scandi và ytri, đã hoặc chưa pha trộn hoặc tạo hợp kim với nhau; thủy ngân",
,- Kim loại kiềm hoặc kim loại kiềm thổ:,
28051100,#NAME?,Hóa chất SX KD có ĐK trong lĩnh vực CN (113/2017/NĐ-CP PL1); Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
28051200,#NAME?,Hóa chất SX KD có ĐK trong lĩnh vực CN (113/2017/NĐ-CP PL1); Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
28051900,#NAME?,Hóa chất SX KD có ĐK trong lĩnh vực CN (113/2017/NĐ-CP PL1); Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
28053000,#NAME?,Hóa chất SX KD có ĐK trong lĩnh vực CN (113/2017/NĐ-CP PL1); Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
28054000,#NAME?,
,PHÂN CHƯƠNG II,
,AXIT VÔ CƠ VÀ CÁC HỢP CHẤT VÔ CƠ CÓ CHỨA OXY CỦA CÁC PHI KIM LOẠI,
2806,Hydro clorua (axit hydrocloric); axit clorosulphuric,
28061000,#NAME?,"Hóa chất SX KD có ĐK trong lĩnh vực CN (113/2017/NĐ-CP PL1); Hóa chất nguy hiểm phải xây dựng KH phòng ngừa, ứng phó sự cố hóa chất (113/2017/NĐ-CP PL4)"
28062000,#NAME?,
2807,Axit sulphuric; axit sulphuric bốc khói (oleum),
28070010,- Axit sulphuric chứa H2SO4 trên 80% tính theo trọng lượng,"Hóa chất SX KD có ĐK trong lĩnh vực CN (113/2017/NĐ-CP PL1); Hóa chất nguy hiểm phải xây dựng KH phòng ngừa, ứng phó sự cố hóa chất (113/2017/NĐ-CP PL4); Hóa chất phải khai báo (113/2017/NĐ-CP PL5)"
28070090,#NAME?,"Hóa chất SX KD có ĐK trong lĩnh vực CN (113/2017/NĐ-CP PL1); Hóa chất nguy hiểm phải xây dựng KH phòng ngừa, ứng phó sự cố hóa chất (113/2017/NĐ-CP PL4); Hóa chất phải khai báo (113/2017/NĐ-CP PL5)"
28080000,Axit nitric; axit sulphonitric.,"Hóa chất nguy hiểm phải xây dựng KH phòng ngừa, ứng phó sự cố hóa chất (113/2017/NĐ-CP PL4); Hóa chất phải khai báo (113/2017/NĐ-CP PL5)"
2809,"Diphospho pentaoxit; axit phosphoric; axit polyphosphoric, đã hoặc chưa xác định về mặt hóa học",
28091000,#NAME?,Hóa chất SX KD có ĐK trong lĩnh vực CN (113/2017/NĐ-CP PL1); Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
280920,- Axit phosphoric và axit polyphosphoric:,
,- - Loại dùng cho thực phẩm:,
28092031,#NAME?,Hóa chất SX KD có ĐK trong lĩnh vực CN (113/2017/NĐ-CP PL1); Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
28092032,#NAME?,Hóa chất SX KD có ĐK trong lĩnh vực CN (113/2017/NĐ-CP PL1); Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
