hscode,mo_ta,chinhsach_mathang
35040000,"Pepton và các dẫn xuất của chúng; protein khác và các dẫn xuất của chúng, chưa được chi tiết hoặc ghi ở nơi khác; bột da sống, đã hoặc chưa crom hóa","Động vật, sản phẩm động vật trên cạn phải kiểm dịch (11/2021 & 01/2022/TT-BNNPTNT M1)"
3505,"Dextrin và các dạng tinh bột biến tính khác (ví dụ, tinh bột đã tiền gelatin hóa hoặc este hóa); các loại keo dựa trên tinh bột, hoặc dextrin hoặc các dạng tinh bột biến tính khác",
350510,- Dextrin và các dạng tinh bột biến tính khác:,
35051010,- - Dextrin; tinh bột tan hoặc tinh bột đã rang,
35051090,- - Loại khác,
35052000,- Keo,
3506,"Keo đã điều chế và các chất kết dính đã điều chế khác, chưa được chi tiết hoặc ghi ở nơi khác; các sản phẩm phù hợp dùng như keo hoặc các chất kết dính, đã đóng gói để bán lẻ như keo hoặc như các chất kết dính, khối lượng tịnh không quá 1 kg",
35061000,"- Các sản phẩm phù hợp dùng như keo hoặc như các chất kết dính, đã đóng gói để bán lẻ như keo hoặc như các chất kết dính, khối lượng tịnh không quá 1kg",
#521,- Loại khác:,
350691,- - Chất kết dính làm từ các polyme thuộc các nhóm từ 39.01 đến 39.13 hoặc từ cao su:,
35069110,- - - Chất kết dính dạng free-film trong suốt quang học và chất kết dính dạng lỏng có thể đóng rắn trong suốt quang học chỉ được sử dụng hoặc được sử dụng chủ yếu để sản xuất màn hình dẹt hoặc màn hình cảm ứng (SEN),
35069190,- - - Loại khác,
35069900,- - Loại khác,
3507,Enzym; enzym đã chế biến chưa được chi tiết hoặc ghi ở nơi khác,
35071000,- Rennet và dạng cô đặc của nó,
35079000,- Loại khác,
36010000,Bột nổ đẩy,"Cấm XK, NK thuộc QLCN của BQP (173/2018/TT-BQP)"
36020000,"Thuốc nổ đã điều chế, trừ bột nổ đẩy","HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Hóa chất phải khai báo (113/2017/NĐ-CP PL5); Cấm XK, NK thuộc QLCN của BQP (173/2018/TT-BQP); Hàng hóa nhóm 2 (1182/QĐ-BCT-PL1)"
3603,Dây cháy chậm; dây nổ; nụ xòe hoặc kíp nổ; bộ phận đánh lửa; kíp nổ điện,
36031000,- Dây cháy chậm,"HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg)*; Cấm XK, NK thuộc QLCN của BQP (173/2018/TT-BQP)*"
36032000,- Dây nổ,"HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg)*; Cấm XK, NK thuộc QLCN của BQP (173/2018/TT-BQP)*"
36033000,- Nụ xòe,"HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg)*; Cấm XK, NK thuộc QLCN của BQP (173/2018/TT-BQP)*"
36034000,- Kíp nổ,"HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg)*; Cấm XK, NK thuộc QLCN của BQP (173/2018/TT-BQP)*"
36035000,- Bộ phận đánh lửa,"HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg)*; Cấm XK, NK thuộc QLCN của BQP (173/2018/TT-BQP)*"
36036000,- Kíp nổ điện,"HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg)*; Cấm XK, NK thuộc QLCN của BQP (173/2018/TT-BQP)*"
3604,"Pháo hoa, pháo hiệu, pháo mưa, pháo hiệu sương mù và các sản phẩm pháo khác",
36041000,- Pháo hoa,"Pháo hoa, pháo nổ thuộc quản lý của BCA (125/2021/TT-BCA)"
360490,- Loại khác:,
36049020,- - Pháo hoa nhỏ và kíp nổ dùng làm đồ chơi,
36049040,- - Pháo hiệu (SEN),
36049050,- - Pháo thăng thiên (SEN),
36049090,- - Loại khác,Đuốc cầm tay (dùng cho tàu biển; phương tiện thăm dò khai thác trên biển) Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
36050000,"Diêm, trừ các sản phẩm pháo thuộc nhóm 36.04",
3606,Hợp kim xeri-sắt và các hợp kim tự cháy khác ở tất cả các dạng; các sản phẩm làm từ vật liệu dễ cháy như đã nêu trong Chú giải 2 của Chương này,
36061000,- Nhiên liệu lỏng hoặc nhiên liệu khí hóa lỏng trong các vật chứa loại sử dụng để nạp hoặc nạp lại ga bật lửa và có dung tích không quá 300 cm3,
360690,- Loại khác:,
36069010,"- - Nhiên liệu rắn hoặc bán rắn, cồn rắn và các nhiên liệu được điều chế tương tự ",
36069020,- - Đá lửa dùng cho bật lửa,
36069030,- - Hợp kim xeri-sắt và các hợp kim tự cháy khác ở tất cả các dạng,
36069090,- - Loại khác,
3701,"Các tấm và phim để tạo ảnh ở dạng phẳng, có phủ lớp chất nhạy, chưa phơi sáng, bằng vật liệu bất kỳ trừ giấy, bìa hoặc vật liệu dệt; phim in ngay dạng phẳng, có phủ lớp chất nhạy, chưa phơi sáng, đã hoặc chưa đóng gói",
37011000,- Dùng cho chụp X quang,
37012000,- Phim in ngay,
37013000,"- Tấm và phim loại khác, có từ một chiều bất kỳ trên 255 mm",
#522,- Loại khác:,
370191,- - Dùng cho ảnh màu (đa màu):,
37019110,- - - Loại phù hợp dùng cho công nghiệp in,
37019190,- - - Loại khác,
370199,- - Loại khác:,
37019910,- - - Loại phù hợp dùng cho công nghiệp in,
37019990,- - - Loại khác,
3702,"Phim để tạo ảnh ở dạng cuộn, có phủ lớp chất nhạy, chưa phơi sáng, bằng vật liệu bất kỳ trừ giấy, bìa hoặc vật liệu dệt; phim in ngay ở dạng cuộn, có phủ lớp chất nhạy, chưa phơi sáng",
37021000,- Dùng cho chụp X quang,
#523,"- Phim loại khác, không có dãy lỗ kéo phim, có chiều rộng không quá 105 mm:",
37023100,- - Dùng cho ảnh màu (đa màu),
37023200,"- - Loại khác, có tráng nhũ tương bạc halogenua",
37023900,- - Loại khác,
#524,"- Phim loại khác, không có dãy lỗ kéo phim, có chiều rộng trên 105 mm:",
37024100,"- - Loại chiều rộng trên 610 mm và chiều dài trên 200 m, dùng cho ảnh màu (đa màu)",
370242,"- - Loại chiều rộng trên 610 mm và chiều dài trên 200 m, trừ loại dùng cho ảnh màu:",
37024210,"- - - Loại phù hợp để dùng trong y tế, phẫu thuật, nha khoa hoặc thú y hoặc trong công nghiệp in",
37024290,- - - Loại khác,
37024300,- - Loại chiều rộng trên 610 mm và chiều dài không quá 200 m,
37024400,- - Loại chiều rộng trên 105 mm nhưng không quá 610 mm,
#525,"- Phim loại khác, dùng cho ảnh màu (đa màu): ",
370252,- - Loại chiều rộng không quá 16 mm: ,
37025220,- - - Loại phù hợp dùng cho điện ảnh,
37025290,- - - Loại khác,
37025300,"- - Loại chiều rộng trên 16 mm nhưng không quá 35 mm và chiều dài không quá 30 m, dùng làm phim chiếu",
370254,"- - Loại chiều rộng trên 16 mm nhưng không quá 35 mm và chiều dài không quá 30 m, trừ loại dùng làm phim chiếu:",
37025440,"- - - Loại phù hợp để dùng trong y tế, phẫu thuật, nha khoa hoặc thú y hoặc trong công nghiệp in",
37025490,- - - Loại khác,
370255,- - Loại chiều rộng trên 16 mm nhưng không quá 35 mm và chiều dài trên 30 m:,
37025520,- - - Loại phù hợp dùng cho điện ảnh,
37025550,"- - - Loại phù hợp để dùng trong y tế, phẫu thuật, nha khoa hoặc thú y hoặc trong công nghiệp in",
37025590,- - - Loại khác,
370256,- - Loại chiều rộng trên 35 mm:,
37025620,- - - Loại phù hợp dùng cho điện ảnh,
37025690,- - - Loại khác,
#526,- Loại khác:,
370296,- - Loại chiều rộng không quá 35 mm và chiều dài không quá 30 m:,
37029610,- - - Loại phù hợp dùng cho điện ảnh,
37029690,- - - Loại khác,
370297,- - Loại chiều rộng không quá 35 mm và chiều dài trên 30 m:,
37029710,- - - Loại phù hợp dùng cho điện ảnh,
37029790,- - - Loại khác,
370298,- - Loại chiều rộng trên 35 mm:,
37029810,- - - Loại phù hợp dùng cho điện ảnh,
37029830,"- - - Loại khác, chiều dài từ 120 m trở lên",
37029890,- - - Loại khác,
3703,"Giấy, bìa và vật liệu dệt để tạo ảnh, có phủ lớp chất nhạy, chưa phơi sáng",
370310,"- Ở dạng cuộn, có chiều rộng trên 610 mm:",
37031010,- - Chiều rộng không quá 1.000 mm,
37031090,- - Loại khác,
37032000,"- Loại khác, dùng cho ảnh màu (đa màu)",
37039000,- Loại khác,
3704,"Tấm, phim, giấy, bìa và vật liệu dệt để tạo ảnh, đã phơi sáng nhưng chưa tráng",
37040010,- Tấm hoặc phim dùng cho chụp X quang,
37040090,- Loại khác,
3705,"Tấm và phim để tạo ảnh, đã phơi sáng và đã tráng, trừ phim dùng trong điện ảnh",
37050010,- Dùng cho chụp X quang,
37050020,- Vi phim (microfilm),
37050030,- Dùng để tái tạo bản in offset,
37050090,- Loại khác,
3706,"Phim dùng trong điện ảnh, đã phơi sáng và đã tráng, đã hoặc chưa có rãnh tiếng hoặc chỉ có duy nhất rãnh tiếng",
370610,- Loại chiều rộng từ 35 mm trở lên:,
37061010,"- - Phim thời sự, phim du lịch, phim kỹ thuật và phim khoa học (SEN)",
37061030,- - Phim tài liệu khác,
37061040,"- - Loại khác, chỉ có duy nhất rãnh tiếng",
37061090,- - Loại khác,
370690,- Loại khác:,
37069010,"- - Phim thời sự, phim du lịch, phim kỹ thuật và phim khoa học (SEN)",
37069030,- - Phim tài liệu khác,
37069040,"- - Loại khác, chỉ có duy nhất rãnh tiếng",
37069090,- - Loại khác,
3707,"Chế phẩm hóa chất để tạo ảnh (trừ vecni, keo, chất kết dính và các chế phẩm tương tự); các sản phẩm chưa pha trộn dùng để tạo ảnh, đã đóng gói theo định lượng hoặc đóng gói để bán lẻ ở dạng sử dụng được ngay",
37071000,- Dạng nhũ tương nhạy,
370790,- Loại khác:,
37079010,- - Vật liệu phát sáng,
37079090,- - Loại khác,
3801,"Graphit nhân tạo; graphit dạng keo hoặc dạng bán keo; các chế phẩm làm từ graphit hoặc carbon khác ở dạng bột nhão, khối, tấm hoặc ở dạng bán thành phẩm khác",
38011000,- Graphit nhân tạo,
38012000,- Graphit dạng keo hoặc dạng bán keo,
38013000,- Bột nhão carbon làm điện cực và các dạng bột nhão tương tự dùng để lót lò nung,
38019000,- Loại khác,
3802,"Carbon hoạt tính; các sản phẩm khoáng chất tự nhiên hoạt tính; muội động vật, kể cả tàn muội động vật",
380210,- Carbon hoạt tính:,
38021010,- - Từ than gáo dừa (SEN),
38021090,- - Loại khác,
380290,- Loại khác:,
38029010,- - Bauxit hoạt tính,
38029020,- - Đất sét hoạt tính hoặc đất hoạt tính,
38029090,- - Loại khác,
38030000,"Dầu tall, đã hoặc chưa tinh chế",
3804,"Dung dịch kiềm thải ra trong quá trình sản xuất bột giấy từ gỗ, đã hoặc chưa cô đặc, khử đường hoặc xử lý hóa học, kể cả lignin sulphonates, nhưng trừ dầu tall thuộc nhóm 38.03",
38040010,- Dung dịch kiềm sulphit cô đặc,
38040020,- Chất kết dính calcium lignin sulphonates (Ca2LS) được dùng trong sản xuất gạch chịu lửa,
38040090,- Loại khác,
3805,"Dầu turpentine gôm, dầu turpentine gỗ hoặc dầu turpentine sulphate và các loại dầu terpenic khác được sản xuất bằng phương pháp chưng cất hoặc xử lý cách khác từ gỗ cây lá kim; dipentene thô; turpentine sulphit và para-cymene thô khác; dầu thông có chứa alpha-terpineol như thành phần chủ yếu",
38051000,"- Dầu turpentine gôm, dầu turpentine gỗ hoặc dầu turpentine sulphate",
38059000,- Loại khác,
3806,"Colophan và axit nhựa cây, và các dẫn xuất của chúng; tinh dầu colophan và dầu colophan; gôm nấu chảy lại",
38061000,- Colophan và axit nhựa cây,
38062000,"- Muối colophan, muối của axit nhựa cây hoặc muối của các dẫn xuất của colophan hoặc axit nhựa cây, trừ các muối của sản phẩm cộng của colophan",
380630,- Gôm este:,
38063010,- - Dạng khối,
38063090,- - Loại khác,
380690,- Loại khác:,
38069010,- - Gôm nấu chảy lại ở dạng khối,
38069090,- - Loại khác,
38070000,"Hắc ín gỗ; dầu hắc ín gỗ; creosote gỗ; naphtha gỗ; hắc ín thực vật; hắc ín cho quá trình ủ rượu, bia và các chế phẩm tương tự dựa trên colophan, axit nhựa cây hoặc các hắc ín thực vật",
3808,"Thuốc trừ côn trùng, thuốc diệt loài gặm nhấm, thuốc trừ nấm, thuốc diệt cỏ, thuốc chống nẩy mầm và thuốc điều hòa sinh trưởng cây trồng, thuốc khử trùng và các sản phẩm tương tự, được làm thành dạng nhất định hoặc đóng gói để bán lẻ hoặc như các chế phẩm hoặc sản phẩm (ví dụ, băng, bấc và nến đã xử lý lưu huỳnh và giấy bẫy ruồi)",
#527,- Hàng hóa đã nêu trong Chú giải phân nhóm 1 của Chương này:,
380852,"- - DDT (ISO) (clofenotane (INN)), đã đóng gói với khối lượng tịnh không quá 300 g:",
38085210,"- - - Thuốc bảo quản gỗ, là chế phẩm chứa chất trừ côn trùng hoặc trừ nấm, trừ chất phủ bề mặt",Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
38085220,- - - Thuốc trừ nấm và thuốc trừ côn trùng dạng bình xịt,Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
38085290,- - - Loại khác,Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
380859,- - Loại khác:,
#528,- - - Thuốc trừ côn trùng:,
38085911,- - - - Dạng bình xịt,Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
38085919,- - - - Loại khác,Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
#529,- - - Thuốc trừ nấm:,
38085921,- - - - Dạng bình xịt,Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
38085929,- - - - Loại khác,Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
#530,- - - Thuốc diệt cỏ:,
38085931,- - - - Dạng bình xịt,Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
38085939,- - - - Loại khác,Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
38085940,- - - Thuốc chống nảy mầm,Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
38085950,- - - Thuốc điều hòa sinh trưởng cây trồng,Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
38085960,- - - Thuốc khử trùng (Disinfectants),Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
#531,- - - Loại khác:,
38085991,"- - - - Thuốc bảo quản gỗ, là chế phẩm chứa chất trừ côn trùng hoặc trừ nấm, trừ chất phủ bề mặt",Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
38085999,- - - - Loại khác,Hóa chất phải khai báo (113/2017/NĐ-CP PL5)
#532,- Hàng hóa đã nêu trong Chú giải phân nhóm 2 của Chương này:,
380861,- - Đóng gói với khối lượng tịnh không quá 300 g:,
38086110,- - - Hương vòng chống muỗi,"Hóa chất phải khai báo (113/2017/NĐ-CP PL5); Hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong gia dụng và y tế (09/2018/TT-BYT)"
38086120,- - - Tấm thuốc diệt muỗi (SEN),"Hóa chất phải khai báo (113/2017/NĐ-CP PL5); Hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong gia dụng và y tế (09/2018/TT-BYT)"
38086130,- - - Dạng bình xịt,"Hóa chất phải khai báo (113/2017/NĐ-CP PL5); Hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong gia dụng và y tế (09/2018/TT-BYT)"
