hscode,mo_ta,Ngay_xac_nhan
85176230,- - - Thiết bị chuyển mạch điện báo hoặc điện thoại,26/09/2023 0:00:00
85176241,- - - - Bộ điều chế/giải điều chế (modems) kể cả loại sử dụng cáp nối và dạng thẻ cắm,26/09/2023 0:00:00
85176242,- - - - Bộ tập trung hoặc bộ dồn kênh,26/09/2023 0:00:00
85176243,"- - - - Bộ điều khiển và bộ thích ứng (adaptor), kể cả cổng nối, cầu nối, bộ định tuyến và các thiết bị tương tự khác được thiết kế chỉ để kết nối với máy xử lý dữ liệu tự động thuộc nhóm 84.71 ",26/09/2023 0:00:00
85176249,- - - - Loại khác,26/09/2023 0:00:00
85176251,- - - - Thiết bị mạng nội bộ không dây ,26/09/2023 0:00:00
85176252,- - - - Thiết bị phát và thu dùng cho phiên dịch trực tiếp tại các hội nghị sử dụng nhiều thứ tiếng,26/09/2023 0:00:00
85176253,- - - - Thiết bị phát khác dùng cho điện báo hoặc điện thoại truyền dẫn dưới dạng sóng vô tuyến,26/09/2023 0:00:00
85176259,- - - - Loại khác,26/09/2023 0:00:00
85176261,- - - - Dùng cho điện báo hoặc điện thoại truyền dẫn dưới dạng sóng vô tuyến,26/09/2023 0:00:00
85176269,- - - - Loại khác,26/09/2023 0:00:00
85176291,"- - - - Thiết bị thu xách tay để gọi, báo hiệu hoặc nhắn tin và thiết bị cảnh báo bằng tin nhắn, kể cả máy nhắn tin",26/09/2023 0:00:00
85176292,- - - - Dùng cho điện báo hoặc điện thoại truyền dẫn dưới dạng sóng vô tuyến,26/09/2023 0:00:00
85176299,- - - - Loại khác,26/09/2023 0:00:00
85176900,- - Loại khác,26/09/2023 0:00:00
85177100,- - Ăng ten và bộ phản xạ của ăng ten; các bộ phận sử dụng kèm,26/09/2023 0:00:00
85177910,"- - - Của bộ điều khiển và bộ thích ứng (adaptor) kể cả cổng nối, cầu nối và bộ định tuyến",26/09/2023 0:00:00
85177921,- - - - Của điện thoại di động (cellular telephones),26/09/2023 0:00:00
85177929,- - - - Loại khác,26/09/2023 0:00:00
85177931,- - - - Dùng cho điện thoại hoặc điện báo hữu tuyến,26/09/2023 0:00:00
85177932,- - - - Dùng cho điện báo hoặc điện thoại truyền dẫn dưới dạng sóng vô tuyến,26/09/2023 0:00:00
85177939,- - - - Loại khác,26/09/2023 0:00:00
85177991,- - - - Dùng cho điện thoại hoặc điện báo hữu tuyến,26/09/2023 0:00:00
85177992,- - - - Dùng cho điện báo hoặc điện thoại truyền dẫn dưới dạng sóng vô tuyến,26/09/2023 0:00:00
85177999,- - - - Loại khác,26/09/2023 0:00:00
85181011,"- - - Micro có dải tần số từ 300 Hz đến 3.400 Hz, với đường kính không quá 10 mm và cao không quá 3 mm, dùng trong viễn thông",26/09/2023 0:00:00
85181019,"- - - Micro khác, đã hoặc chưa lắp ráp cùng với giá đỡ micro",26/09/2023 0:00:00
85181090,- - Loại khác,26/09/2023 0:00:00
85182110,- - - Loa thùng,26/09/2023 0:00:00
85182190,- - - Loại khác,26/09/2023 0:00:00
85182210,- - - Loa thùng,26/09/2023 0:00:00
85182290,- - - Loại khác,26/09/2023 0:00:00
85182920,"- - - Loa, không có vỏ, có dải tần số 300 Hz đến 3.400 Hz, với đường kính không quá 50 mm, dùng trong viễn thông",26/09/2023 0:00:00
85182990,- - - Loại khác,26/09/2023 0:00:00
85183010,- - Tai nghe có khung chụp qua đầu,26/09/2023 0:00:00
85183020,- - Tai nghe không có khung chụp qua đầu,26/09/2023 0:00:00
85183040,- - Tay cầm nghe - nói của điện thoại hữu tuyến,26/09/2023 0:00:00
85183051,- - - Dùng cho hàng hóa thuộc phân nhóm 8517.13.00 và 8517.14.00,26/09/2023 0:00:00
85183059,- - - Loại khác,26/09/2023 0:00:00
85183090,- - Loại khác,26/09/2023 0:00:00
85184020,- - Sử dụng như bộ lặp (nhắc lại) trong điện thoại hữu tuyến,26/09/2023 0:00:00
85184030,"- - Sử dụng như bộ lặp (nhắc lại) trong điện thoại, trừ điện thoại hữu tuyến",26/09/2023 0:00:00
85184040,"- - Loại khác, có từ 6 đường tín hiệu đầu vào trở lên, có hoặc không kết hợp với phần tử dùng cho khuếch đại công suất",26/09/2023 0:00:00
85184090,- - Loại khác,26/09/2023 0:00:00
85185010,- - Có dải công suất từ 240 W trở lên,26/09/2023 0:00:00
85185020,"- - Loại khác, có loa, loại thích hợp cho phát sóng, có giải điện áp từ 50 V trở lên nhưng không quá 100 V",26/09/2023 0:00:00
85185090,- - Loại khác,26/09/2023 0:00:00
85189010,"- - Của hàng hóa thuộc phân nhóm 8518.10.11, 8518.29.20, 8518.30.40 hoặc 8518.40.20, kể cả mạch in đã lắp ráp ",26/09/2023 0:00:00
85189020,- - Của hàng hóa thuộc phân nhóm 8518.40.40 ,26/09/2023 0:00:00
85189030,- - Của hàng hóa thuộc phân nhóm 8518.21 hoặc 8518.22,26/09/2023 0:00:00
85189040,- - Của hàng hóa thuộc phân nhóm 8518.29.90,26/09/2023 0:00:00
85189090,- - Loại khác,26/09/2023 0:00:00
85192010,"- - Máy ghi hoạt động bằng đồng xu, token hoặc đĩa",26/09/2023 0:00:00
85192090,- - Loại khác,26/09/2023 0:00:00
85193000,- Đầu quay đĩa (có thể có bộ phận lưu trữ) nhưng không có bộ phận khuếch đại và không có bộ phận phát âm thanh (loa),26/09/2023 0:00:00
85198110,"- - - Máy ghi âm cassette bỏ túi, kích thước không quá 170 mm x 100 mm x 45 mm ",26/09/2023 0:00:00
85198120,"- - - Máy ghi âm cassette, có bộ phận khuếch đại và một hoặc nhiều loa, hoạt động chỉ bằng nguồn điện ngoài ",26/09/2023 0:00:00
85198130,- - - Đầu đĩa compact,26/09/2023 0:00:00
85198141,- - - - Loại dùng cho điện ảnh hoặc phát thanh ,26/09/2023 0:00:00
85198149,- - - - Loại khác,26/09/2023 0:00:00
85198150,"- - - Máy ghi điều lọc (dictating machines), loại chỉ hoạt động bằng nguồn điện ngoài",26/09/2023 0:00:00
85198161,- - - - Loại dùng cho điện ảnh hoặc phát thanh ,26/09/2023 0:00:00
85198162,- - - - Máy trả lời điện thoại,26/09/2023 0:00:00
85198169,- - - - Loại khác,26/09/2023 0:00:00
85198171,- - - - Loại dùng cho điện ảnh hoặc phát thanh (SEN),26/09/2023 0:00:00
85198179,- - - - Loại khác,26/09/2023 0:00:00
85198191,- - - - Loại dùng cho điện ảnh hoặc phát thanh ,26/09/2023 0:00:00
85198199,- - - - Loại khác,26/09/2023 0:00:00
85198910,- - - Máy tái tạo âm thanh dùng trong điện ảnh,26/09/2023 0:00:00
85198920,- - - Máy quay đĩa (record players) có hoặc không có loa ,26/09/2023 0:00:00
85198930,- - - Loại dùng cho điện ảnh hoặc phát thanh ,26/09/2023 0:00:00
85198940,- - - Thiết bị tái tạo âm thanh khác ,26/09/2023 0:00:00
85198990,- - - Loại khác,26/09/2023 0:00:00
85211010,- - Loại dùng cho điện ảnh hoặc phát thanh truyền hình (SEN),26/09/2023 0:00:00
85211090,- - Loại khác,26/09/2023 0:00:00
85219011,- - - Loại dùng cho điện ảnh hoặc phát thanh truyền hình (SEN),26/09/2023 0:00:00
85219019,- - - Loại khác,26/09/2023 0:00:00
85219091,- - - Loại dùng cho điện ảnh hoặc phát thanh truyền hình (SEN),26/09/2023 0:00:00
85219099,- - - Loại khác,26/09/2023 0:00:00
85221000,- Cụm đầu đọc - ghi,26/09/2023 0:00:00
85229020,- - Tấm mạch in đã lắp ráp dùng cho máy trả lời điện thoại,26/09/2023 0:00:00
85229030,- - Tấm mạch in đã lắp ráp dùng cho máy ghi hoặc tái tạo âm thanh dùng trong lĩnh vực điện ảnh ,26/09/2023 0:00:00
85229040,- - Cơ cấu ghi hoặc đọc băng video hoặc audio và đĩa compact,26/09/2023 0:00:00
85229050,"- - Đầu đọc hình hoặc âm thanh, kiểu từ tính; đầu và thanh xoá từ",26/09/2023 0:00:00
85229091,- - - Bộ phận và phụ kiện khác của thiết bị ghi hoặc tái tạo âm thanh dùng trong điện ảnh,26/09/2023 0:00:00
85229092,- - - Bộ phận khác của máy trả lời điện thoại,26/09/2023 0:00:00
85229093,- - - Bộ phận và phụ kiện khác của hàng hóa thuộc phân nhóm 8519.81 hoặc nhóm 85.21 ,26/09/2023 0:00:00
85229099,- - - Loại khác,26/09/2023 0:00:00
85232110,- - - Chưa ghi,26/09/2023 0:00:00
85232190,- - - Loại khác,26/09/2023 0:00:00
85232911,- - - - - Băng máy tính,26/09/2023 0:00:00
85232919,- - - - - Loại khác,26/09/2023 0:00:00
85232921,- - - - - Băng video,26/09/2023 0:00:00
85232929,- - - - - Loại khác,26/09/2023 0:00:00
85232931,- - - - - Băng máy tính,26/09/2023 0:00:00
85232933,- - - - - Băng video,26/09/2023 0:00:00
85232939,- - - - - Loại khác,26/09/2023 0:00:00
85232941,- - - - - Băng máy tính,26/09/2023 0:00:00
85232942,- - - - - Loại dùng cho điện ảnh,26/09/2023 0:00:00
85232943,- - - - - Băng video khác,26/09/2023 0:00:00
85232949,- - - - - Loại khác,26/09/2023 0:00:00
85232951,- - - - - Băng máy tính,26/09/2023 0:00:00
85232952,- - - - - Băng video,26/09/2023 0:00:00
85232959,- - - - - Loại khác,26/09/2023 0:00:00
85232961,"- - - - - Loại sử dụng để tái tạo các tập lệnh, dữ liệu, âm thanh và hình ảnh, được ghi ở dạng mã nhị phân để máy có thể đọc được, và có thể thao tác hoặc có thể tương tác với người sử dụng, thông qua một máy xử lý dữ liệu tự động; phương tiện lưu trữ được định dạng riêng (đã ghi)",26/09/2023 0:00:00
85232962,- - - - - Loại dùng cho điện ảnh,26/09/2023 0:00:00
85232963,- - - - - Băng video khác,26/09/2023 0:00:00
85232969,- - - - - Loại khác,26/09/2023 0:00:00
85232971,- - - - - Đĩa cứng và đĩa mềm máy vi tính,26/09/2023 0:00:00
85232979,- - - - - Loại khác,26/09/2023 0:00:00
85232981,- - - - - - Loại dùng cho máy vi tính,26/09/2023 0:00:00
85232982,- - - - - - Loại khác,26/09/2023 0:00:00
85232983,"- - - - - Loại khác, loại sử dụng để tái tạo các tập lệnh, dữ liệu, âm thanh và hình ảnh, được ghi ở dạng mã nhị phân để máy có thể đọc được, và có thể thao tác hoặc có thể tương tác với người sử dụng, thông qua một máy xử lý dữ liệu tự động; phương tiện lưu trữ được định dạng riêng (đã ghi)",26/09/2023 0:00:00
85232985,"- - - - - Loại khác, chứa phim điện ảnh trừ phim thời sự, phim du lịch, phim kỹ thuật, phim khoa học, và phim tài liệu khác",26/09/2023 0:00:00
85232986,"- - - - - Loại khác, dùng cho điện ảnh",26/09/2023 0:00:00
85232989,- - - - - Loại khác,26/09/2023 0:00:00
85232991,- - - - - Loại dùng cho máy vi tính,26/09/2023 0:00:00
85232992,- - - - - Loại khác,26/09/2023 0:00:00
85232993,- - - - - - Loại dùng cho máy vi tính,26/09/2023 0:00:00
85232994,- - - - - - Loại khác,26/09/2023 0:00:00
85232995,"- - - - - Loại khác, loại sử dụng để tái tạo các tập lệnh, dữ liệu, âm thanh và hình ảnh, được ghi ở dạng mã nhị phân để máy có thể đọc được, và có thể thao tác hoặc có thể tương tác với người sử dụng, thông qua một máy xử lý dữ liệu tự động; phương tiện lưu trữ được định dạng riêng (đã ghi)",26/09/2023 0:00:00
85232999,- - - - - Loại khác,26/09/2023 0:00:00
85234110,- - - Loại dùng cho máy vi tính,26/09/2023 0:00:00
85234190,- - - Loại khác,26/09/2023 0:00:00
85234911,- - - - Loại sử dụng để tái tạo các hiện tượng trừ âm thanh hoặc hình ảnh,26/09/2023 0:00:00
85234912,"- - - - - Đĩa chứa nội dung giáo dục, kỹ thuật, khoa học, lịch sử hoặc văn hóa",26/09/2023 0:00:00
85234913,- - - - - Loại khác,26/09/2023 0:00:00
85234914,"- - - - Loại khác, loại sử dụng để tái tạo các tập lệnh, dữ liệu, âm thanh và hình ảnh, được ghi ở dạng mã nhị phân để máy có thể đọc được, và có thể thao tác hoặc có thể tương tác với người sử dụng, thông qua một máy xử lý dữ liệu tự động; phương tiện lưu trữ được định dạng riêng (đã ghi)",26/09/2023 0:00:00
85234915,"- - - - Loại khác, chứa phim điện ảnh trừ phim thời sự, phim du lịch, phim kỹ thuật, phim khoa học, và phim tài liệu khác",26/09/2023 0:00:00
85234916,"- - - - Loại khác, dùng cho điện ảnh",26/09/2023 0:00:00
85234919,- - - - Loại khác,26/09/2023 0:00:00
85234991,- - - - Loại sử dụng để tái tạo các hiện tượng trừ âm thanh hoặc hình ảnh,26/09/2023 0:00:00
85234992,- - - - Loại chỉ sử dụng để tái tạo âm thanh,26/09/2023 0:00:00
85234993,"- - - - Loại khác, loại sử dụng để tái tạo các tập lệnh, dữ liệu, âm thanh và hình ảnh, được ghi ở dạng mã nhị phân để máy có thể đọc được, và có thể thao tác hoặc có thể tương tác với người sử dụng, thông qua một máy xử lý dữ liệu tự động; phương tiện lưu trữ được định dạng riêng (đã ghi)",26/09/2023 0:00:00
85234999,- - - - Loại khác,26/09/2023 0:00:00
85235111,- - - - Loại dùng cho máy vi tính,26/09/2023 0:00:00
85235119,- - - - Loại khác,26/09/2023 0:00:00
85235121,- - - - - Loại dùng cho máy vi tính,26/09/2023 0:00:00
85235129,- - - - - Loại khác,26/09/2023 0:00:00
85235130,"- - - - Loại khác, loại sử dụng để tái tạo các tập lệnh, dữ liệu, âm thanh và hình ảnh, được ghi ở dạng mã nhị phân để máy có thể đọc được, và có thể thao tác hoặc có thể tương tác với người sử dụng, thông qua một máy xử lý dữ liệu tự động; phương tiện lưu trữ được định dạng riêng (đã ghi)",26/09/2023 0:00:00
85235191,"- - - - - Loại khác, chứa phim điện ảnh trừ phim thời sự, phim du lịch, phim kỹ thuật, phim khoa học, và phim tài liệu khác",26/09/2023 0:00:00
85235192,"- - - - - Loại khác, dùng cho điện ảnh",26/09/2023 0:00:00
85235199,- - - - - Loại khác,26/09/2023 0:00:00
85235200,"- - ""Thẻ thông minh""",26/09/2023 0:00:00
85235910,"- - - Thẻ không tiếp xúc (dạng ""card"" và dạng ""tag"")(*)",26/09/2023 0:00:00
85235921,- - - - Loại dùng cho máy vi tính,26/09/2023 0:00:00
85235929,- - - - Loại khác,26/09/2023 0:00:00
85235930,- - - - Loại sử dụng để tái tạo các hiện tượng trừ âm thanh hoặc hình ảnh,26/09/2023 0:00:00
85235940,"- - - - Loại khác, loại sử dụng để tái tạo các tập lệnh, dữ liệu, âm thanh và hình ảnh, được ghi ở dạng mã nhị phân để máy có thể đọc được, và có thể thao tác hoặc có thể tương tác với người sử dụng, thông qua một máy xử lý dữ liệu tự động; phương tiện lưu trữ được định dạng riêng (đã ghi)",26/09/2023 0:00:00
85235990,- - - - Loại khác,26/09/2023 0:00:00
85238040,- - Đĩa ghi âm sử dụng kỹ thuật analog,26/09/2023 0:00:00
85238051,- - - Loại dùng cho máy vi tính,26/09/2023 0:00:00
85238059,- - - Loại khác,26/09/2023 0:00:00
85238091,- - - Loại sử dụng để tái tạo các hiện tượng trừ âm thanh hoặc hình ảnh,26/09/2023 0:00:00
85238092,"- - - Loại khác, loại sử dụng để tái tạo các tập lệnh, dữ liệu, âm thanh và hình ảnh, được ghi ở dạng mã nhị phân để máy có thể đọc được, và có thể thao tác hoặc có thể tương tác với người sử dụng, thông qua một máy xử lý dữ liệu tự động; phương tiện lưu trữ được định dạng riêng (đã ghi)",26/09/2023 0:00:00
85238099,- - - Loại khác,26/09/2023 0:00:00
85241100,- - Bằng tinh thể lỏng,26/09/2023 0:00:00
85241200,- - Bằng đi-ốt phát quang hữu cơ (OLED),26/09/2023 0:00:00
85241900,- - Loại khác,26/09/2023 0:00:00
85249100,- - Bằng tinh thể lỏng,26/09/2023 0:00:00
85249200,- - Bằng đi-ốt phát quang hữu cơ (OLED),26/09/2023 0:00:00
85249900,- - Loại khác,26/09/2023 0:00:00
85255000,- Thiết bị phát,26/09/2023 0:00:00
85256000,- Thiết bị phát có gắn với thiết bị thu,26/09/2023 0:00:00
85258110,- - - Camera ghi hình ảnh,26/09/2023 0:00:00
85258120,- - - Camera truyền hình,26/09/2023 0:00:00
85258190,- - - Loại khác,26/09/2023 0:00:00
85258210,- - - Camera ghi hình ảnh,26/09/2023 0:00:00
85258220,- - - Camera truyền hình,26/09/2023 0:00:00
85258290,- - - Loại khác,26/09/2023 0:00:00
85258310,- - - Camera ghi hình ảnh,26/09/2023 0:00:00
85258320,- - - Camera truyền hình,26/09/2023 0:00:00
85258390,- - - Loại khác,26/09/2023 0:00:00
85258910,- - - Camera ghi hình ảnh,26/09/2023 0:00:00
85258920,- - - Camera truyền hình,26/09/2023 0:00:00
85258930,- - - Webcam,26/09/2023 0:00:00
85258990,- - - Loại khác,26/09/2023 0:00:00
85261010,"- - Ra đa, loại dùng trên mặt đất, hoặc trang bị trên máy bay dân dụng, hoặc chỉ dùng cho tàu thuyền đi biển",26/09/2023 0:00:00
85261090,- - Loại khác,26/09/2023 0:00:00
85269110,"- - - Thiết bị dẫn đường bằng sóng vô tuyến, loại dùng trên máy bay dân dụng, hoặc chỉ dùng cho tàu thuyền đi biển",26/09/2023 0:00:00
85269190,- - - Loại khác,26/09/2023 0:00:00
85269200,- - Thiết bị điều khiển từ xa bằng sóng vô tuyến,26/09/2023 0:00:00
85271200,- - Radio cát sét loại bỏ túi,26/09/2023 0:00:00
85271310,- - - Loại xách tay,26/09/2023 0:00:00
85271390,- - - Loại khác,26/09/2023 0:00:00
85271920,- - - Loại xách tay,26/09/2023 0:00:00
85271990,- - - Loại khác,26/09/2023 0:00:00
85272110,- - - Có khả năng nhận và giải mã tín hiệu hệ thống dữ liệu vô tuyến kỹ thuật số ,26/09/2023 0:00:00
85272190,- - - Loại khác,26/09/2023 0:00:00
85272900,- - Loại khác,26/09/2023 0:00:00
85279110,- - - Loại xách tay,26/09/2023 0:00:00
85279190,- - - Loại khác,26/09/2023 0:00:00
85279220,- - - Hoạt động bằng nguồn điện lưới,26/09/2023 0:00:00
85279290,- - - Loại khác,26/09/2023 0:00:00
85279920,- - - Hoạt động bằng nguồn điện lưới,26/09/2023 0:00:00
85279990,- - - Loại khác,26/09/2023 0:00:00
85284200,- - Có khả năng kết nối trực tiếp và được thiết kế để dùng cho máy xử lý dữ liệu tự động thuộc nhóm 84.71,26/09/2023 0:00:00
