hscode,mota
#568,"3. Theo mục đích của nhóm 21.04, khái niệm ""chế phẩm thực phẩm tổng hợp đồng nhất"" có nghĩa là các loại chế phẩm bao gồm một hỗn hợp đồng nhất mịn của hai hoặc nhiều thành phần cơ bản như thịt, cá, rau, quả hoặc quả hạch (nuts), được đóng gói với khối lượng tịnh không quá 250g để bán lẻ, phù hợp dùng làm thức ăn cho trẻ sơ sinh hoặc trẻ nhỏ hoặc ăn kiêng. Khi áp dụng khái niệm này, không cần quan tâm đến những thành phần có hàm lượng nhỏ cho thêm vào làm gia vị, để bảo quản hoặc cho các mục đích khác. Các chế phẩm này có thể chứa một lượng nhỏ những mẩu vụn có thể nhìn thấy được của các thành phần nói trên."
2101,"Chất chiết xuất, tinh chất và chất cô đặc, từ cà phê, chè hoặc chè Paragoay, và các chế phẩm có thành phần cơ bản là các sản phẩm này hoặc có thành phần cơ bản là cà phê, chè, chè Paragoay; rau diếp xoăn rang và các chất thay thế cà phê rang khác, và các chiết xuất, tinh chất và chất cô đặc của chúng"
#569,"- Chất chiết xuất, tinh chất và các chất cô đặc, từ cà phê, và các chế phẩm có thành phần cơ bản là các chất chiết xuất, tinh chất hoặc các chất cô đặc này hoặc có thành phần cơ bản là cà phê:"
210111,"- - Chất chiết xuất, tinh chất và các chất cô đặc:"
#570,- - - Cà phê hòa tan (1):
21011111,- - - - Được đóng gói với khối lượng tịnh không dưới 20kg
21011119,- - - - Loại khác
21011190,- - - Loại khác
210112,"- - Các chế phẩm có thành phần cơ bản là các chất chiết xuất, tinh chất hoặc các chất cô đặc hoặc có thành phần cơ bản là cà phê:"
21011210,"- - - Hỗn hợp dạng bột nhão có thành phần cơ bản là cà phê rang xay, có chứa chất béo thực vật"
#571,- - - Loại khác:
21011291,"- - - - Các chế phẩm cà phê có thành phần cơ bản là các chất chiết xuất, tinh chất hoặc chất cô đặc có chứa đường, có chứa hoặc không chứa kem"
21011292,"- - - - Các chế phẩm cà phê có thành phần cơ bản là cà phê rang xay có chứa đường, có chứa hoặc không chứa kem"
21011299,- - - - Loại khác
210120,"- Chất chiết xuất, tinh chất và các chất cô đặc, từ chè hoặc chè Paragoay, và các chế phẩm có thành phần cơ bản là các chất chiết xuất, tinh chất hoặc các chất cô đặc này hoặc có thành phần cơ bản là chè hoặc chè Paragoay:"
21012020,"- - Chiết xuất từ chè để sản xuất các chế phẩm chè, dạng bột"
21012030,"- - Các chế phẩm chè gồm hỗn hợp của chè, sữa bột và đường"
21012090,- - Loại khác
21013000,"- Rau diếp xoăn rang và các chất thay thế cà phê rang khác, và chất chiết xuất, tinh chất và các chất cô đặc của chúng"
2102,"Men (sống hoặc ỳ); các vi sinh đơn bào khác, chết (nhưng không bao gồm các loại vắc xin thuộc nhóm 30.02); bột nở đã pha chế"
21021000,- Men sống
210220,"- Men ỳ; các vi sinh đơn bào khác, chết:"
21022010,- - Loại dùng trong chăn nuôi động vật
21022090,- - Loại khác
21023000,- Bột nở đã pha chế
2103,Nước xốt và các chế phẩm làm nước xốt; đồ gia vị hỗn hợp và bột canh hỗn hợp; bột mịn và bột thô từ hạt mù tạt và mù tạt đã chế biến
21031000,- Nước xốt đậu tương
21032000,- Ketchup cà chua và nước xốt cà chua khác
21033000,"- Bột mù tạt mịn, bột mù tạt thô và mù tạt đã chế biến"
210390,- Loại khác:
#572,- - Nước xốt và các chế phẩm làm nước xốt:
21039011,- - - Tương ớt
21039012,- - - Nước mắm
21039013,- - - Nước xốt loại khác
21039019,- - - Loại khác
#573,- - Gia vị hỗn hợp và bột canh hỗn hợp:
21039021,- - - Mắm tôm (mắm ruốc) kể cả belachan (blachan) (SEN)
21039029,- - - Loại khác
2104,Súp và nước xuýt (broths) và chế phẩm để làm súp và nước xuýt; chế phẩm thực phẩm tổng hợp đồng nhất
210410,- Súp và nước xuýt (broths) và chế phẩm để làm súp và nước xuýt:
#574,- - Chứa thịt:
21041011,- - - Phù hợp dùng cho trẻ sơ sinh hoặc trẻ nhỏ (SEN)
21041019,- - - Loại khác
#575,- - Loại khác:
21041091,- - - Phù hợp dùng cho trẻ sơ sinh hoặc trẻ nhỏ (SEN)
21041099,- - - Loại khác
210420,- Chế phẩm thực phẩm tổng hợp đồng nhất:
#576,- - Chứa thịt:
21042011,- - - Phù hợp dùng cho trẻ sơ sinh hoặc trẻ nhỏ
21042019,- - - Loại khác
#577,- - Loại khác:
21042091,- - - Phù hợp dùng cho trẻ sơ sinh hoặc trẻ nhỏ (SEN)
21042099,- - - Loại khác
21050000,"Kem lạnh và sản phẩm ăn được tương tự khác, có hoặc không chứa ca cao"
2106,Các chế phẩm thực phẩm chưa được chi tiết hoặc ghi ở nơi khác
21061000,- Protein cô đặc và chất protein được làm rắn (textured protein substances)
210690,- Loại khác:
#578,- - Đậu phụ:
21069011,- - - Váng đậu khô và váng đậu khô dạng thanh 
21069012,- - - Đậu phụ tươi (tofu)
21069019,- - - Loại khác
21069020,- - Cồn dạng bột
21069030,- - Kem không sữa
#579,- - Chất chiết nấm men tự phân:
21069041,- - - Dạng bột
21069049,- - - Loại khác
#580,"- - Loại khác, các chế phẩm không chứa cồn được sử dụng để chế biến hoặc sản xuất đồ uống:"
21069053,- - - Sản phẩm từ sâm
21069054,- - - Các chế phẩm khác được sử dụng làm nguyên liệu thô để sản xuất chất cô đặc tổng hợp
21069055,"- - - Loại khác, chất cô đặc tổng hợp để pha đơn giản với nước làm đồ uống"
21069059,- - - Loại khác
#581,"- - Loại khác, các chế phẩm chứa cồn được sử dụng để chế biến hoặc sản xuất đồ uống:"
#582,- - - Chế phẩm được sử dụng làm nguyên liệu thô để sản xuất chất cô đặc tổng hợp:
21069061,"- - - - Loại sử dụng để sản xuất đồ uống có cồn, dạng lỏng"
21069062,"- - - - Loại sử dụng để sản xuất đồ uống có cồn, dạng khác"
#583,- - - Chất cô đặc tổng hợp dùng để pha đơn giản với nước làm đồ uống:
21069064,"- - - - Loại sử dụng để sản xuất đồ uống có cồn, dạng lỏng"
21069065,"- - - - Loại sử dụng để sản xuất đồ uống có cồn, dạng khác"
21069066,"- - - Loại khác, sử dụng để sản xuất đồ uống có cồn, dạng lỏng"
21069067,"- - - Loại khác, sử dụng để sản xuất đồ uống có cồn, dạng khác"
21069069,- - - Loại khác
#584,- - Thực phẩm bảo vệ sức khỏe (food supplements) khác; hỗn hợp vi chất để bổ sung vào thực phẩm:
21069071,- - - Thực phẩm bảo vệ sức khỏe từ sâm
21069072,- - - Thực phẩm bảo vệ sức khỏe khác
21069073,- - - Hỗn hợp vi chất để bổ sung vào thực phẩm (SEN)
#585,- - Các chế phẩm thực phẩm dùng cho trẻ sơ sinh hoặc trẻ nhỏ:
21069081,- - - Các chế phẩm thực phẩm dùng cho trẻ sơ sinh hoặc trẻ nhỏ thiếu lactaza
21069089,- - - Loại khác
#586,- - Loại khác:
21069091,"- - - Hỗn hợp khác của hóa chất với thực phẩm hoặc các chất khác có giá trị dinh dưỡng, dùng để chế biến thực phẩm"
21069092,- - - Xirô đã pha màu hoặc hương liệu
21069093,"- - - Nước cốt dừa, đã hoặc chưa làm thành bột (SEN)"
21069095,- - - Seri kaya (SEN)
21069096,- - - Sản phẩm dinh dưỡng y tế khác (SEN)
21069097,- - - Tempeh (SEN)
21069098,- - - Các chế phẩm hương liệu khác (SEN)
21069099,- - - Loại khác
#587,(1): Tham khảo TCVN 9702:2013
#588,(SEN): Tham khảo Chú giải bổ sung (SEN) của Danh mục Thuế quan hài hòa ASEAN (AHTN) 2022
#589,Chương 22
#590,"Đồ uống, rượu và giấm"
#591,Chú giải
#592,1. Chương này không bao gồm:
#593,(a) Các sản phẩm của Chương này (trừ các sản phẩm của nhóm 22.09) được chế biến cho mục đích nấu nướng và không phù hợp để làm đồ uống (thường ở nhóm 21.03);
#594,(b) Nước biển (nhóm 25.01);
#595,(c) Nước cất hoặc nước khử độ dẫn hoặc nước có độ tinh khiết tương tự (nhóm 28.53);
#596,(d) Axit axetic có nồng độ axit axetic trên 10% tính theo khối lượng (nhóm 29.15);
#597,(e) Dược phẩm thuộc nhóm 30.03 hoặc 30.04; hoặc
#598,(f) Các chế phẩm nước hoa hoặc chế phẩm vệ sinh (Chương 33).
#599,"2. Theo mục đích của Chương này và các Chương 20 và 21, ""nồng độ cồn tính theo thể tích"" sẽ được xác định ở nhiệt độ 20oC."
#600,"3. Theo mục đích của nhóm 22.02, khái niệm ""đồ uống không chứa cồn"" có nghĩa là các loại đồ uống có nồng độ cồn không quá 0,5% tính theo thể tích. Đồ uống có cồn được xếp vào các nhóm thích hợp từ 22.03 đến 22.06 hoặc nhóm 22.08."
#601,Chú giải phân nhóm
#602,"1. Theo mục đích của phân nhóm 2204.10, khái niệm ""rượu vang nổ""(1) là loại rượu khi bảo quản ở nhiệt độ 20oC trong thùng kín, có mức áp suất vượt từ 3 bars trở lên."
2201,"Nước, kể cả nước khoáng tự nhiên hoặc nhân tạo và nước có ga, chưa pha thêm đường hoặc chất tạo ngọt khác hoặc hương liệu; nước đá và tuyết"
220110,- Nước khoáng và nước có ga:
22011010,- - Nước khoáng
22011020,- - Nước có ga
220190,- Loại khác:
22019010,- - Nước đá và tuyết
22019090,- - Loại khác
2202,"Nước, kể cả nước khoáng và nước có ga, đã pha thêm đường hoặc chất tạo ngọt khác hoặc hương liệu, và đồ uống không chứa cồn khác, không bao gồm nước quả ép, nước ép từ quả hạch (nut) hoặc nước rau ép thuộc nhóm 20.09"
220210,"- Nước, kể cả nước khoáng và nước có ga, đã pha thêm đường hoặc chất tạo ngọt khác hoặc hương liệu: "
22021020,- - Nước tăng lực có hoặc không có ga(SEN)
22021030,"- - Nước khoáng xô đa hoặc nước có ga, loại khác, có hương liệu"
22021090,- - Loại khác
#603,- Loại khác:
22029100,- - Bia không cồn
220299,- - Loại khác:
22029910,- - - Đồ uống chứa sữa tiệt trùng có hương liệu
22029920,- - - Đồ uống sữa đậu nành
22029930,- - - Đồ uống từ nước dừa (SEN)
22029940,- - - Đồ uống có chứa cà phê hoặc đồ uống có hương liệu cà phê
22029950,- - - Đồ uống không có ga khác dùng ngay được không cần pha loãng
22029990,- - - Loại khác
2203,Bia sản xuất từ malt
#604,- Bia đen hoặc bia nâu:
22030011,"- - Có nồng độ cồn không quá 5,8% tính theo thể tích (SEN)"
22030019,- - Loại khác (SEN)
#605,"- Loại khác, kể cả bia ale:"
22030091,"- - Có nồng độ cồn không quá 5,8% tính theo thể tích"
22030099,- - Loại khác
2204,"Rượu vang làm từ nho tươi, kể cả rượu vang cao độ; hèm nho trừ loại thuộc nhóm 20.09"
22041000,- Rượu vang nổ (1)
#606,- Rượu vang khác; hèm nho đã pha cồn để ngăn ngừa hoặc cản sự lên men:
220421,- - Loại trong đồ đựng không quá 2 lít:
#607,- - - Rượu vang:
22042111,- - - - Có nồng độ cồn không quá 15% tính theo thể tích 
22042113,- - - - Có nồng độ cồn trên 15% nhưng không quá 23% tính theo thể tích
22042114,- - - - Có nồng độ cồn trên 23% tính theo thể tích
#608,- - - Hèm nho đã pha cồn để ngăn ngừa hoặc cản sự lên men:
22042121,- - - - Có nồng độ cồn không quá 15% tính theo thể tích 
22042122,- - - - Có nồng độ cồn trên 15% tính theo thể tích
220422,- - Loại trong đồ đựng trên 2 lít nhưng không quá 10 lít:
#609,- - - Rượu vang:
22042211,- - - - Có nồng độ cồn không quá 15% tính theo thể tích 
22042212,- - - - Có nồng độ cồn trên 15% nhưng không quá 23% tính theo thể tích
22042213,- - - - Có nồng độ cồn trên 23% tính theo thể tích
#610,- - - Hèm nho đã pha cồn để ngăn ngừa hoặc cản sự lên men:
22042221,- - - - Có nồng độ cồn không quá 15% tính theo thể tích 
22042222,- - - - Có nồng độ cồn trên 15% tính theo thể tích
220429,- - Loại khác:
#611,- - - Rượu vang:
22042911,- - - - Có nồng độ cồn không quá 15% tính theo thể tích 
22042912,- - - - Có nồng độ cồn trên 15% tính theo thể tích
#612,- - - Hèm nho đã pha cồn để ngăn ngừa hoặc cản sự lên men:
22042921,- - - - Có nồng độ cồn không quá 15% tính theo thể tích 
22042922,- - - - Có nồng độ cồn trên 15% tính theo thể tích
220430,- Hèm nho khác:
22043010,- - Có nồng độ cồn không quá 15% tính theo thể tích 
22043020,- - Có nồng độ cồn trên 15% tính theo thể tích
2205,Rượu Vermouth và rượu vang khác làm từ nho tươi đã pha thêm hương liệu từ thảo mộc hoặc chất thơm
220510,- Loại trong đồ đựng không quá 2 lít:
22051010,- - Có nồng độ cồn không quá 15% tính theo thể tích 
22051020,- - Có nồng độ cồn trên 15% tính theo thể tích
220590,- Loại khác:
22059010,- - Có nồng độ cồn không quá 15% tính theo thể tích 
22059020,- - Có nồng độ cồn trên 15% tính theo thể tích
2206,"Đồ uống đã lên men khác (ví dụ, vang táo, vang lê, vang mật ong, rượu sa kê); hỗn hợp của đồ uống đã lên men và hỗn hợp của đồ uống đã lên men với đồ uống không chứa cồn, chưa chi tiết hoặc ghi ở nơi khác"
22060010,- Vang táo hoặc vang lê
22060020,- Rượu sa kê (SEN)
#613,- Toddy cọ dừa:
22060031,- - Loại trong đồ đựng không quá 2 lít (SEN)
22060039,- - Loại khác (SEN)
#614,- Shandy:
22060041,"- - Có nồng độ cồn không quá 1,14% tính theo thể tích (SEN)"
22060049,- - Loại khác (SEN)
22060050,- Vang mật ong
22060060,"- Rượu thu được từ việc lên men nước ép rau hoặc nước ép quả, trừ nước ép nho tươi (SEN)"
#615,- Loại khác:
22060091,- - Rượu gạo khác (kể cả rượu gạo bổ)(SEN)
22060099,- - Loại khác
2207,"Cồn etylic chưa biến tính có nồng độ cồn từ 80% trở lên tính theo thể tích; cồn etylic và rượu mạnh khác, đã biến tính, ở mọi nồng độ"
22071000,- Cồn etylic chưa biến tính có nồng độ cồn từ 80% trở lên tính theo thể tích
220720,"- Cồn etylic và rượu mạnh khác, đã biến tính, ở mọi nồng độ:"
#616,"- - Cồn etylic đã biến tính, kể cả rượu mạnh đã methyl hoá:"
22072011,- - - Cồn etylic có nồng độ trên 99% tính theo thể tích
22072019,- - - Loại khác
22072090,- - Loại khác
2208,"Cồn etylic chưa biến tính có nồng độ cồn dưới 80% tính theo thể tích; rượu mạnh, rượu mùi và đồ uống có rượu khác"
