hscode,mo_ta
401691,"- - Tấm phủ sàn và tấm, đệm trải sàn (mat):"
40169110,"- - - Tấm, đệm (mat)"
40169120,- - - Dạng tấm rời để ghép
40169190,- - - Loại khác
401692,- - Tẩy:
40169210,- - - Đầu tẩy (eraser tips)
40169290,- - - Loại khác
401693,"- - Miếng đệm, vòng đệm và các miếng chèn khác:"
40169310,- - - Loại dùng để cách điện cho các chân tụ điện (SEN)
40169320,"- - - Miếng đệm và vành khung tròn, loại dùng cho xe có động cơ thuộc nhóm 87.02, 87.03, 87.04 hoặc 87.11"
40169390,"- - - Loại khác, NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, MT6413_RADOME_GASKET, ZANWA00002 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, THOR ROU GASKET / THOR-ROU-P006, AELDB210002 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, CG119092; 19,00x3,55 EN  7EP2131, RUBBER ORING, VSPC013236 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, SD25X32X4-A#O500/ Radial rotary shaft seal 24,780X32,300X4,000 MM || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, IRO Gasket, BELDB240002 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, PRU_GASKET_MAIN, BELDB240010 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, HOUSING RING GASKET / SILICONE(ICU-30U),345.0X173.0X 4.0, AFLDB200014 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, FRONT RING GASKET / SILICONE(ICU-30U), 130.5X 73.0X 4.0, AFLDB200015 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, ANTS_2.0KW COMPACT WINDOW GASKIT / 3*99*166, APMDB000002 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, ANTS_2.0KW COMPACT GASKIT / 3*205.9*412.4, APMDB000001 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, O-RING-A ICT-30U, AFLDB240015 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, O-RING-B ICT-30U, AFLDB240016 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, O-RING(P12)_(ID:11.8 D:2.4), ZALDB200158 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, S-LTE27, O-RING(G25)_(ID:24.4 D:3.1), AFLDB240008 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, eJDAS_HUB_ASSY_GASKET_COVER, AEMDB000014 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, SKTS IRO DUMMY GASKET, ANT IRO 1t x 33 x 33, BELDB120061 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, WAPA BUSHING REFLECTOR-100W, GC65LM0436A1 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, SEGA 6P GLASS COVER GASKET, GC60LM0333A0 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, WAPA Glass Gasket 100W, GC60LM0436A0 || Gioăng bằng cao su dùng cho JIG kiểm tra độ hở khí, MMU35G_AIRLEAK JIG GASKET, ZENSB000016 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, GASKET EMI TOP T2.0 W10 L254 0104, ZANWA00042 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, ANTENNA CAP GASKET 2T, GC63LM0046A1 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, MAHA 300W GLOBE GASKET, GC60LM0586A1 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, SEGA 4P GLASS COVER GASKET, GC60LM0478A0 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, SUFA-X 400W SMPS HOUSING GASKET, GC61LC0121A0 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, SUFA-X 500W GLASS GASKET, GC60ET0101A0 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, O-RING-A / ICT-30U, AFLDB240015 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, O-RING-B / ICT-30U, AFLDB240016 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, LOPU-A2R GASKET , AFLDB240004 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, GASKET FOR HADLE DIA10, 3, SHORE 00 70 , AANDB240003 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, RRU70FD_4T4R_TRX_GASKET_dwg1, AANDB240001 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, RRU45TA 4T4R RUBBER, AAMDB200019 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, RRU70FA_2T2R_TRX GASKET, ZAMWA000957 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, MMU23B_32T32R_RADOME gasket, AAMDB240131 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, GASKET FOR HANDLE, AANDB240003 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, RUBBER 3pi t3, AANDB240002 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, RRU70FD_4T4R_TRX_GASKET, AANDB240001 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, MAHA 150W GLOBE GASKET, GC60LC0129A0 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, SETA GLASS COVER GASKET, GC60LM1078A0 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, META GLASS COVER GASKET, GC60LM0647A0 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, IRO Slim DUMMY GASKET t=1.0 35*35, AALDB240044 || NPL17 #&Gioăng cao su các loại dùng để đệm vào sản phẩm, O-RING(P12)_(ID:11.8 D:2.4), ZALDB200158 || NPL17 #&Gioăng cao su các loại dùng để đệm vào sản phẩm, S-LTE27, O-RING(G25)_(ID:24.4 D:3.1), AFLDB240008 || NPL17   #&Gioăng cao su các loại dùng để đệm vào sản phẩm, K-KT5G2K1103-P00,HOUSING RING GASKET, AFLDB240013 || NPL17 #&Gioăng cao su các loại dùng để đệm vào sản phẩm, K-KT5G2K1104-P00,FRONT RING GASKET, AFLDB240014 || Gioăng bằng cao su dùng cho JIG kiểm tra độ hở khí, O-RING (RUBBER) || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, K-KT5G2K1103-P00,HOUSING RING GASKET, AFLDB240013 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, K-KT5G2K1104-P00,FRONT RING GASKET, AFLDB240014 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, IRO Slim GASKET, AALDB240045 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, GASKET_W10xH10x7t, CMMDK240008 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, SEALING GASKET REAR HOUSING (RF4439D), AALDB240160 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, MPROU_GASKET, ZYLDA240303 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, THOR ROU GASKET, AELDB210002 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, MMU35G_32T32R_RADOME GASKET,  AAMDB240124 || NPL17#&Gioăng cao su các loại dùng để đệm vào sản phẩm, HINGE RUBBER, ZENSB000065 || Gioăng cao su dùng để đệm vào sản phẩm, PACKING TA35004-Q961A1, ABMCB000200#&VN || ABMBB000200#&Gioăng cao su dùng để đệm vào sản phẩm, PACKING TA35004-Q961A1, ABMCB000200#&VN || NL115#&Miếng đệm cao su, GPN 630 M 24 x 1,5 yellow KAPSTO Grip Plug, V137-00005A || NL115#&Miếng đệm cao su, EMC Press Rubber for PAM (H=3.2mm), MGS901372/1 || NL115#&Miếng đệm cao su, EMC Visby_Pax_Pressing_Rubber P9025, MGS901451/1 || NL115#&Miếng đệm cao su, EMC Pressing Elastomer for PAX board RF-Cavity (P3761), MGS901462/2 || NL115#&Miếng đệm cao su, EMC Pressing Elastomer for PAX board-I/O & Power Pins (P3762), MGS901464/1 || NL162#&Gioăng cao su SEALING HV ADAPTER (SDI-00008639). Hàng mới 100% || NL162#&Gioăng cao su SEALING HV PLATE (SDI5-00008763). Hàng mới 100% || NL162#&Gioăng cao su SEALING PLATE-DT CONNECTOR (SDI5-00011493). Hàng mới 100% || NL162#&Gioăng cao su SEALING PLATE-AUX_OBC_LV CONNECTOR (SDI5-00011431). Hàng mới 100% || NL115#&Miếng đệm cao su, EMC PAX Connection Press-18 pos, MGS901427/1 || NL115#&Miếng đệm cao su, Silicone Absorber, PSA, MGS901451/2 || NL115#&Miếng đệm cao su, GASKET, WALLPLATE, P7H, 590-0366B || NL115#&Miếng đệm cao su MARS-13, RUBBER TOUCH PAD SIDE, BA67-01478A, kt: 2.85*6.70mm || NL115#&Miếng đệm cao su Mars-13 5G, ASSY RUBBER FRONT, BA67-01533A, kt: 5*1.5mm || NL115#&Miếng đệm cao su MARS2-13, RUBBER TSP BRKT SUPPORT, BA67-01541A, kt: 5*2mm || NL115#&Miếng đệm cao su Mars3-16 5G,  RUBBER DAMPER FRONT, BA67-01627A, kt: 5*1.5mm || NL115#&Miếng đệm cao su MARS3-16, ASSY RUBBER DOME, BA98-03670A, kt: 10*5.2mm || NL115#&Miếng đệm cao su, MGS901465/2 RUBBER GASKET || NL115#&Miếng đệm cao su, MGS901466/2 RUBBER GASKET || NL115#&Miếng đệm cao su, EMC Press Rubber for PAM (H=3.2mm), NOLATO_SJ0211-01, MGS901372/1 || NL115#&Miếng đệm cao su, EMC Pressing Elastomer for PAX board RF-Cavity (P3761), NOLATO_SJ0222-01, MGS901462/2 || NL115#&Miếng đệm cao su, EMC Pressing Elastomer for PAX board-I/O & Power Pins (P3762), NOLATO_SJ0222-01, MGS901464/1 || NL205#&Gioăng cao su, MGS11109/1 Gasket || .#&Nút tai chống ồn || .#&Gioăng silicon chịu hóa chất EPDM kích thước: phi 9x12x6x4mm, cuộn dài 100m || .#&Gioăng cao su dùng cho khuôn đúc nhôm, 7"" WATER PACKING, 5040-488600 || .#&Gioăng O-ring 6.00*2.00mm, chất liệu bằng cao su || .#&Phớt K21-075/6 PU: 75X85X7, chất liệu bằng cao su || .#&Gioăng O-ring vuông 190X200X5mm, chất liệu bằng cao su || .#&Gioăng O-ring 13.80*2.40mm (P-014) Viton75, chất liệu bằng cao su || .#&Gioăng O-ring 11.00*2.00mm, chất liệu bằng cao su || .#&Gioăng O-ring 4.80*1.90mm (P-005), chất liệu bằng cao su || .#&Phớt chặn dầu 20x35x7 TC NBR, chất liệu bằng cao su || .#&Gioăng O-ring 14.00*2.50mm, chất liệu bằng cao su || .#&Gioăng O-ring 19.00*2.50mm, chất liệu bằng cao su || .#&Gioăng O-ring 53.00*2.00mm, chất liệu bằng cao su || .#&Gioăng O-ring 59.00*2.00mm, chất liệu bằng cao su || .#&Gioăng O-ring 90.00*2.00mm, chất liệu bằng cao su || .#&Gioăng O-ring 200.00*6.00mm, chất liệu bằng cao su || .#&Gioăng O-ring 15.00*2.50mm, chất liệu bằng cao su || .#&Gioăng O-ring 22.00*2.50mm, chất liệu bằng cao su"
40169400,"- - Đệm chống va cho tàu thuyền hoặc ụ tàu, có hoặc không thể bơm hơi"
40169500,- - Các sản phẩm có thể bơm hơi khác
401699,- - Loại khác:
,- - - Bộ phận và phụ kiện dùng cho xe thuộc Chương 87:
40169911,"- - - - Dùng cho xe thuộc nhóm 87.02, 87.03, 87.04 hoặc 87.05, trừ viền cao su quanh kính cửa"
40169912,- - - - Dùng cho xe thuộc nhóm 87.11
40169913,"- - - - Viền cao su quanh kính cửa, dùng cho xe có động cơ thuộc nhóm 87.02, 87.03 hoặc 87.04"
40169915,"- - - - Dùng cho xe thuộc nhóm 87.09, 87.13, 87.15 hoặc 87.16"
40169916,- - - - Chắn bùn xe đạp (SEN)
40169917,- - - - Bộ phận của xe đạp (SEN)
40169918,- - - - Phụ kiện khác của xe đạp (SEN)
40169919,- - - - Loại khác
40169920,- - - Bộ phận và phụ kiện của dù xoay thuộc nhóm 88.04
40169930,- - - Dải cao su
40169940,"- - - Tấm, miếng rời ghép với nhau để ốp tường"
,"- - - Các sản phẩm khác sử dụng cho máy hoặc các thiết bị điện hoặc cơ khí, hoặc cho các mục đích kỹ thuật khác:"
40169951,- - - - Trục lăn cao su
40169952,- - - - Cốt làm lốp (Tyre mould bladders)(SEN)
40169953,- - - - Nắp chụp cách điện
40169954,- - - - Vòng và vỏ bọc bằng cao su sử dụng cho hệ thống dây điện của ô tô
40169959,- - - - Loại khác
40169960,- - - Lót đường ray (rail pad)
40169970,- - - Loại chịu lực xây dựng kể cả lực cầu
,- - - Loại khác:
40169991,- - - - Khăn trải bàn
